,Date,NumberOfSubjects,Fatal,SubjectArmed,Notes,SubjectRace,SubjectGender,SubjectAge,NatureOfStop,NumberOfShots,NumberOfOfficers,OfficerRace,OfficerGender,Department,FullNarrative,city,state
3982,2/8/2010,1,N,N,No hits; officer off-duty,U,,,,,1,A,M,Houston Police Department,Officer saw the suspects committing a burglary. He was attempting to arrest them when one of the suspects shot the officer.,Houston,TX
3983,9/3/2010,1,F,Y,"Location ""Protected by Law."" What is ""P""? One victim (second) armed with ""Vehicle."" Officers not on duty.",L,,,,,2,L;A,M;M,Houston Police Department,The officer on-viewed a disturbance in which the suspect was pulling a female from a vehicle. The officer confronted the suspect at which time the suspect pointed a weapon at the officer causing the officer to shoot the suspect.,Houston,TX
3984,9/3/2010,1,N,N,"Location ""Protected by Law."" What is ""P""? One victim (second) armed with ""Vehicle."" Officers not on duty.",B,,,,,2,L;A,M;M,Houston Police Department,The officer on-viewed a disturbance in which the suspect was pulling a female from a vehicle. The officer confronted the suspect at which time the suspect pointed a weapon at the officer causing the officer to shoot the suspect.,Houston,TX
3985,11/5/2010,1,N,N,"Second victim is a juvenile. First victim aimed with ""vehicle.""",L,,,,,2,W;L,M;M,Houston Police Department,Officers pulled over a vehicle and were told that the occupants of another vehicle had threatened them with a weapon. The officers located the suspect vehicle and saw that the occupants were in the process of burglarizing a building. The officers attempted to apprehend the suspects at which point the suspect in the vehicle attempted to flee the scene by driving at the officers casuing the officers to shoot at him. The officers then attempted to contain the remaing suspects when one of the suspects made a move as if to reach for a weapon causing the officers to shoot at him.,Houston,TX
3986,11/5/2010,1,N,N,"Second victim is a juvenile. First victim aimed with ""vehicle.""",U,,,,,2,W;L,M;M,Houston Police Department,Officers pulled over a vehicle and were told that the occupants of another vehicle had threatened them with a weapon. The officers located the suspect vehicle and saw that the occupants were in the process of burglarizing a building. The officers attempted to apprehend the suspects at which point the suspect in the vehicle attempted to flee the scene by driving at the officers casuing the officers to shoot at him. The officers then attempted to contain the remaing suspects when one of the suspects made a move as if to reach for a weapon causing the officers to shoot at him.,Houston,TX
3987,12/12/2010,1,N,Y,Officers not on duty.,A,,,,,2,B;B,M;M,Houston Police Department,Officers were attempting to contain a pair of suspects who were in a vehicle. THe officers saw a firearm being discharged from the vehicle and as they approached the vehicle; the suspect pointed the weapon outside the vehicle at them. The officer were attempting to get the suspects to exit the vehicle when one of the suspects made a move as if to attempt ot shoot at the officers causing the officers to shoot at the suspect.,Houston,TX
3988,12/12/2010,1,N,Y,Officers not on duty.,A,,,,,2,B;B,M;M,Houston Police Department,Officers were attempting to contain a pair of suspects who were in a vehicle. THe officers saw a firearm being discharged from the vehicle and as they approached the vehicle; the suspect pointed the weapon outside the vehicle at them. The officer were attempting to get the suspects to exit the vehicle when one of the suspects made a move as if to attempt ot shoot at the officers causing the officers to shoot at the suspect.,Houston,TX
3989,2/19/2011,1,F,N,Officer off-duty.,L,,,,,1,W,M,Houston Police Department,An off duty officer on viewed a disturbance. He was trying to break up the parties involved when he heard someone say that they had a gun. The officer looked and saw a male reaching toward his waistband area so the officer shot him. A person with that individual made a threatening move so the officer discharged and shot him as well.,Houston,TX
3990,2/19/2011,1,N,N,Officer off-duty.,L,,,,,1,W,M,Houston Police Department,An off duty officer on viewed a disturbance. He was trying to break up the parties involved when he heard someone say that they had a gun. The officer looked and saw a male reaching toward his waistband area so the officer shot him. A person with that individual made a threatening move so the officer discharged and shot him as well.,Houston,TX
3991,2/24/2011,1,N,N,No hits.,L,,,,,3,A;L;B,M;M;M,Houston Police Department,The officers were executing a narcotics search warrant when the suspects fired at and shot one one of the officers.,Houston,TX
3992,2/24/2011,1,N,Y,No hits.,L,,,,,3,A;L;B,M;M;M,Houston Police Department,The officers were executing a narcotics search warrant when the suspects fired at and shot one one of the officers.,Houston,TX
3993,6/9/2011,1,N,N,Victims both juveniles. Officers off-duty.,U,,,,,1,B,M,Houston Police Department,The officer was in his residence when the suspects forced their way into his home. The officer fired at and shot the suspects.,Houston,TX
3994,6/9/2011,1,F,N,Victims both juveniles. Officers off-duty.,U,,,,,1,B,M,Houston Police Department,The officer was in his residence when the suspects forced their way into his home. The officer fired at and shot the suspects.,Houston,TX
3995,9/3/2011,1,N,N,,L,,,,,1,W,M,Houston Police Department,The officer was handcuffing one suspect when he found a pistol on him. A second suspect then drove his vehicle into the officers patrol car. The suspect then exited the vehicle and ran at the officer with his hand behind his back. The officer believed the suspect to be armed so he was forced to shoot the suspect.,Houston,TX
3996,9/3/2011,1,N,Y,,L,,,,,1,W,M,Houston Police Department,The officer was handcuffing one suspect when he found a pistol on him. A second suspect then drove his vehicle into the officers patrol car. The suspect then exited the vehicle and ran at the officer with his hand behind his back. The officer believed the suspect to be armed so he was forced to shoot the suspect.,Houston,TX
3997,2/26/2012,1,N,N,"Victim armed with ""Vehicle."" Officer off-duty.",L,,,,,2,W;W,M;M,Houston Police Department,Officers approached BMV suspect's vehicle and gave commands for the occupants to show their hands. Instead the driver attempted to flee in the vehicle striking one officer. The suspect then drove at the second officer striking him as well. Both officers discharged their weapons at this time and shot the suspect.,Houston,TX
3998,2/26/2012,1,N,N,"Victim armed with ""Vehicle."" Officer off-duty.",L,,,,,2,W;W,M;M,Houston Police Department,Officers approached BMV suspect's vehicle and gave commands for the occupants to show their hands. Instead the driver attempted to flee in the vehicle striking one officer. The suspect then drove at the second officer striking him as well. Both officers discharged their weapons at this time and shot the suspect.,Houston,TX
3999,7/22/2012,1,N,Y,Officer off-duty. NO HITS,L,,,,,1,L,M,Houston Police Department,The officer was driving when a vehicle pulled up beside him. An occupant in the vehicle pointed a weapon at the officer causing the officer to shoot at the suspect vehicle.,Houston,TX
4000,7/22/2012,1,N,Y,Officer off-duty. NO HITS,L,,,,,1,L,M,Houston Police Department,The officer was driving when a vehicle pulled up beside him. An occupant in the vehicle pointed a weapon at the officer causing the officer to shoot at the suspect vehicle.,Houston,TX
4001,8/3/2012,1,N,N,One victim armed with vehicle. NO HITS,B,,,,,1,B,M,Houston Police Department,Officer observed a suspicious male walking between cars in business parking lot. The officer stopped the suspect to talk to him at which time the suspect ran from the officer and jumped into a waiting vehicle. The driver drove at the officer causing the officer to fire his weapon at the driver fearing that he was going to be run over.,Houston,TX
4002,8/3/2012,1,N,N,One victim armed with vehicle. NO HITS,B,,,,,1,B,M,Houston Police Department,Officer observed a suspicious male walking between cars in business parking lot. The officer stopped the suspect to talk to him at which time the suspect ran from the officer and jumped into a waiting vehicle. The driver drove at the officer causing the officer to fire his weapon at the driver fearing that he was going to be run over.,Houston,TX
4003,9/15/2012,1,N,N,Officer off-duty. One victim armed with vehicle.,L,,,,,1,W,M,Houston Police Department,Suspects who were involved in a disturbance got into a vehicle to flee the location. The vehicle was being driven at the officer who fired his weapon at the vehicle fearing that the driver was trying to hit him with the car.,Houston,TX
4004,9/15/2012,1,N,N,Officer off-duty. One victim armed with vehicle.,W,,,,,1,W,M,Houston Police Department,Suspects who were involved in a disturbance got into a vehicle to flee the location. The vehicle was being driven at the officer who fired his weapon at the vehicle fearing that the driver was trying to hit him with the car.,Houston,TX
4005,12/24/2012,1,N,Y,Officer off-duty. NO HITS.,B,,,,,1,L,M,Houston Police Department,Two armed suspects attempted to rob a store where the officer was shopping. The officer confronted the robbery suspects and an exchange of gunfire occurred. The suspects fled the scene.,Houston,TX
4006,12/24/2012,1,N,Y,Officer off-duty. NO HITS.,B,,,,,1,L,M,Houston Police Department,Two armed suspects attempted to rob a store where the officer was shopping. The officer confronted the robbery suspects and an exchange of gunfire occurred. The suspects fled the scene.,Houston,TX
4007,1/4/2013,1,N,U,Officer off-duty. No hits.,B,,,,,1,W,M;M,Houston Police Department,"Off-duty HPD officer working an extra job observed a suspect break into a Chevy truck. Suspect disobey officer's commands, made combative movement for his waistband, appeared to pull a item from his jacket, and the officer fired fearing for his life. Suspect fled.",Houston,TX
4008,1/4/2013,1,N,U,Officer off-duty. No hits.,B,,,,,1,W,M;M,Houston Police Department,"Off-duty HPD officer working an extra job observed a suspect break into a Chevy truck. Suspect disobey officer's commands, made combative movement for his waistband, appeared to pull a item from his jacket, and the officer fired fearing for his life. Suspect fled.",Houston,TX
4009,1/12/2013,1,N,Y,Officer off-duty.,B,,,,,1,W,M,Houston Police Department,"Three armed unknown suspects walked into an electronics store, attempted to rob it, and were fired upon by an off-duty officer working an extra job.",Houston,TX
4010,1/12/2013,1,N,N,Officer off-duty.,B,,,,,1,W,M,Houston Police Department,"Three armed unknown suspects walked into an electronics store, attempted to rob it, and were fired upon by an off-duty officer working an extra job.",Houston,TX
4011,1/12/2013,1,N,N,Officer off-duty.,B,,,,,1,W,M,Houston Police Department,"Three armed unknown suspects walked into an electronics store, attempted to rob it, and were fired upon by an off-duty officer working an extra job.",Houston,TX
4012,1/12/2013,1,N,N,Officer off-duty.,B,,,,,1,W,M,Houston Police Department,"Three armed unknown suspects walked into an electronics store, attempted to rob it, and were fired upon by an off-duty officer working an extra job.",Houston,TX
4013,1/12/2013,1,N,Y,Officer off-duty.,B,,,,,1,W,M,Houston Police Department,"Three armed unknown suspects walked into an electronics store, attempted to rob it, and were fired upon by an off-duty officer working an extra job.",Houston,TX
4014,1/12/2013,1,N,Y,Officer off-duty.,B,,,,,1,W,M,Houston Police Department,"Three armed unknown suspects walked into an electronics store, attempted to rob it, and were fired upon by an off-duty officer working an extra job.",Houston,TX
4015,2/8/2013,1,N,N,One victim armed with vehicle. NO HITS,W,,,,,1,A,M,Houston Police Department,"HPD Officer initiated a traffic stop. The suspects fled in a vehicle which snagged on a concrete barrier. Officers approached, but driver gunned the vehicle and drove at officers who opened fire. No injuries occurred. Both were arrested.",Houston,TX
4016,2/8/2013,1,N,N,One victim armed with vehicle. NO HITS,W,,,,,1,A,M,Houston Police Department,"HPD Officer initiated a traffic stop. The suspects fled in a vehicle which snagged on a concrete barrier. Officers approached, but driver gunned the vehicle and drove at officers who opened fire. No injuries occurred. Both were arrested.",Houston,TX
4017,4/6/2013,1,N,N,NO HITS,B,,,,,1,B,M,Houston Police Department,"During a traffic stop, a HPD officer confronted a suspect that fled on foot, jumped a fence, and brandished a handgun. One of the officers feared for his life and his partner's life, discharging his weapon. No injuries were reported at the time of this incident and the passenger was arrested for P.O.M.",Houston,TX
4018,4/6/2013,1,N,Y,NO HITS,B,,,,,1,B,M,Houston Police Department,"During a traffic stop, a HPD officer confronted a suspect that fled on foot, jumped a fence, and brandished a handgun. One of the officers feared for his life and his partner's life, discharging his weapon. No injuries were reported at the time of this incident and the passenger was arrested for P.O.M.",Houston,TX
4019,4/10/2013,1,N,Y,One officer off-duty. NO HITS,B,,,,,2,W;L,M;M,Houston Police Department,"Off duty officers working an extra job encountered suspicious males at the parking lot. Officers attempted to stop the vehicle and investigate, but the driver pointed a pistol at one of the officers and attempted to run them over. Officers fired and missed the suspects.",Houston,TX
4020,4/10/2013,1,N,N,One officer off-duty. NO HITS,U,,,,,2,W;L,M;M,Houston Police Department,"Off duty officers working an extra job encountered suspicious males at the parking lot. Officers attempted to stop the vehicle and investigate, but the driver pointed a pistol at one of the officers and attempted to run them over. Officers fired and missed the suspects.",Houston,TX
4021,4/10/2013,1,N,N,One officer off-duty. NO HITS,U,,,,,2,W;L,M;M,Houston Police Department,"Off duty officers working an extra job encountered suspicious males at the parking lot. Officers attempted to stop the vehicle and investigate, but the driver pointed a pistol at one of the officers and attempted to run them over. Officers fired and missed the suspects.",Houston,TX
4022,4/10/2013,1,N,N,One officer off-duty. NO HITS,U,,,,,2,W;L,M;M,Houston Police Department,"Off duty officers working an extra job encountered suspicious males at the parking lot. Officers attempted to stop the vehicle and investigate, but the driver pointed a pistol at one of the officers and attempted to run them over. Officers fired and missed the suspects.",Houston,TX
4023,4/11/2013,1,N,Y,,B,,,,,1,L,M,Houston Police Department,"Two armed suspects entered and attempted to rob a jewelry store. One of the suspects pointed a pistol at an HPD officer working an extra job. The officer shot and wounded the suspect. The second suspect fired at the officer, missed, and fled the scene.",Houston,TX
4024,4/11/2013,1,N,Y,,B,,,,,1,L,M,Houston Police Department,"Two armed suspects entered and attempted to rob a jewelry store. One of the suspects pointed a pistol at an HPD officer working an extra job. The officer shot and wounded the suspect. The second suspect fired at the officer, missed, and fled the scene.",Houston,TX
4025,4/26/2013,1,N,Y,Officer off-duty.,U,,,,,1,W,M,Houston Police Department,"An off-duty HPD officer entered the bank in Humble, was forced to the floor, and disarmed at gunpoint. The officer's partner was outside, observed the robbers exit, demanded their surrender, and killed one suspect after a shotgun was aimed at the officer.",Houston,TX
4026,4/26/2013,1,N,Y,Officer off-duty.,B,,,,,1,W,M,Houston Police Department,"An off-duty HPD officer entered the bank in Humble, was forced to the floor, and disarmed at gunpoint. The officer's partner was outside, observed the robbers exit, demanded their surrender, and killed one suspect after a shotgun was aimed at the officer.",Houston,TX
4027,4/26/2013,1,F,Y,Officer off-duty.,B,,,,,1,W,M,Houston Police Department,"An off-duty HPD officer entered the bank in Humble, was forced to the floor, and disarmed at gunpoint. The officer's partner was outside, observed the robbers exit, demanded their surrender, and killed one suspect after a shotgun was aimed at the officer.",Houston,TX
4028,6/2/2013,1,N,N,NO HITS,B,,,,,1,L,M,Houston Police Department,"An HPD officer was chasing a stolen vehicle, suspect evaded, and one of the suspects pointed a rifle at the officer. The officer, in fear of his life, shot and missed the suspect. Suspect arrested and charged.",Houston,TX
4029,6/2/2013,1,N,N,NO HITS,B,,,,,1,L,M,Houston Police Department,"An HPD officer was chasing a stolen vehicle, suspect evaded, and one of the suspects pointed a rifle at the officer. The officer, in fear of his life, shot and missed the suspect. Suspect arrested and charged.",Houston,TX
4030,6/2/2013,1,N,N,NO HITS,B,,,,,1,L,M,Houston Police Department,"An HPD officer was chasing a stolen vehicle, suspect evaded, and one of the suspects pointed a rifle at the officer. The officer, in fear of his life, shot and missed the suspect. Suspect arrested and charged.",Houston,TX
4031,6/2/2013,1,N,Y,NO HITS,B,,,,,1,L,M,Houston Police Department,"An HPD officer was chasing a stolen vehicle, suspect evaded, and one of the suspects pointed a rifle at the officer. The officer, in fear of his life, shot and missed the suspect. Suspect arrested and charged.",Houston,TX
4032,9/9/2013,1,F,Y,,W,,,,,4,W;L;W;W,M;M;M;M,Houston Police Department,"Officers conducted a traffic stop. The driver ignored officers commands to exit the vehicle, drove off, and fired upon officers running to their patrol cars. Suspect fired upon officers again while evading, exited car, fired again, and was ultimately killed by officers in fear of their lives.",Houston,TX
4033,9/9/2013,1,N,N,,W,,,,,4,W;L;W;W,M;M;M;M,Houston Police Department,"Officers conducted a traffic stop. The driver ignored officers commands to exit the vehicle, drove off, and fired upon officers running to their patrol cars. Suspect fired upon officers again while evading, exited car, fired again, and was ultimately killed by officers in fear of their lives.",Houston,TX
4034,9/13/2013,1,N,Y,,L,,,,,1,L,M,Houston Police Department,"Officers were investigating BMVs, one suspect attempted to evade arrest by jumping into the suspect's vehicle and at a high rate of speed left the road way crashing the stolen vehicle. The suspect fled on foot, pointing his weapon at pursing officers. Officers fired at and wounded the suspect. No HPD officers were injured.",Houston,TX
4035,9/13/2013,1,N,N,,L,,,,,1,L,M,Houston Police Department,"Officers were investigating BMVs, one suspect attempted to evade arrest by jumping into the suspect's vehicle and at a high rate of speed left the road way crashing the stolen vehicle. The suspect fled on foot, pointing his weapon at pursing officers. Officers fired at and wounded the suspect. No HPD officers were injured.",Houston,TX
4036,9/13/2013,1,N,N,,L,,,,,1,L,M,Houston Police Department,"Officers were investigating BMVs, one suspect attempted to evade arrest by jumping into the suspect's vehicle and at a high rate of speed left the road way crashing the stolen vehicle. The suspect fled on foot, pointing his weapon at pursing officers. Officers fired at and wounded the suspect. No HPD officers were injured.",Houston,TX
4037,9/13/2013,1,N,N,,L,,,,,1,L,M,Houston Police Department,"Officers were investigating BMVs, one suspect attempted to evade arrest by jumping into the suspect's vehicle and at a high rate of speed left the road way crashing the stolen vehicle. The suspect fled on foot, pointing his weapon at pursing officers. Officers fired at and wounded the suspect. No HPD officers were injured.",Houston,TX
4038,9/26/2013,1,N,Y,,B,,,,,1,B,M,Houston Police Department,HPD officers patrolling 10 District observed two suspects walking in the street where a sidewalk was provided. When the officers attempted to stop the suspects they fled capture by running in different directions. One suspect produced a weapon and was shot by the officer.,Houston,TX
4039,9/26/2013,1,N,Y,,B,,,,,1,B,M,Houston Police Department,HPD officers patrolling 10 District observed two suspects walking in the street where a sidewalk was provided. When the officers attempted to stop the suspects they fled capture by running in different directions. One suspect produced a weapon and was shot by the officer.,Houston,TX
4040,11/30/2013,1,N,N,Officer off-duty. No hits.,B,,,,,1,L,M,Houston Police Department,An off duty robbery officer shot at a car burglar at 0400 in Ft. Bend County. Multiple suspects were apprehended by Fort Bend County Sheriff's Deputies. There were no injuries.,Houston,TX
4041,11/30/2013,1,N,N,Officer off-duty. No hits.,L,,,,,1,L,M,Houston Police Department,An off duty robbery officer shot at a car burglar at 0400 in Ft. Bend County. Multiple suspects were apprehended by Fort Bend County Sheriff's Deputies. There were no injuries.,Houston,TX
4042,11/30/2013,1,N,N,Officer off-duty. No hits.,L,,,,,1,L,M,Houston Police Department,An off duty robbery officer shot at a car burglar at 0400 in Ft. Bend County. Multiple suspects were apprehended by Fort Bend County Sheriff's Deputies. There were no injuries.,Houston,TX
4043,11/30/2013,1,N,N,Officer off-duty. No hits.,L,,,,,1,L,M,Houston Police Department,An off duty robbery officer shot at a car burglar at 0400 in Ft. Bend County. Multiple suspects were apprehended by Fort Bend County Sheriff's Deputies. There were no injuries.,Houston,TX
4044,11/30/2013,1,N,N,Officer off-duty. No hits.,L,,,,,1,L,M,Houston Police Department,An off duty robbery officer shot at a car burglar at 0400 in Ft. Bend County. Multiple suspects were apprehended by Fort Bend County Sheriff's Deputies. There were no injuries.,Houston,TX
4045,11/30/2013,1,N,N,Officer off-duty. No hits.,B,,,,,1,L,M,Houston Police Department,An off duty robbery officer shot at a car burglar at 0400 in Ft. Bend County. Multiple suspects were apprehended by Fort Bend County Sheriff's Deputies. There were no injuries.,Houston,TX
4046,2/9/2014,1,N,N,Two victims were juveniles so their info is protected. One juvenile victim armed with BB gun.,U,,,,,1,B,M,Houston Police Department,"The HPD officer was off-duty and his girlfriend were walking on the street when three suspects approached them. The suspects displayed a handgun (BB) and demanded the property of the complainants. The officer drew his weapon firing and striking two of the suspects. Two suspects injured, all three apprehended.",Houston,TX
4047,2/9/2014,1,N,N,Two victims were juveniles so their info is protected. One juvenile victim armed with BB gun.,U,,,,,1,B,M,Houston Police Department,"The HPD officer was off-duty and his girlfriend were walking on the street when three suspects approached them. The suspects displayed a handgun (BB) and demanded the property of the complainants. The officer drew his weapon firing and striking two of the suspects. Two suspects injured, all three apprehended.",Houston,TX
4048,2/9/2014,1,N,N,Two victims were juveniles so their info is protected. One juvenile victim armed with BB gun.,W,,,,,1,B,M,Houston Police Department,"The HPD officer was off-duty and his girlfriend were walking on the street when three suspects approached them. The suspects displayed a handgun (BB) and demanded the property of the complainants. The officer drew his weapon firing and striking two of the suspects. Two suspects injured, all three apprehended.",Houston,TX
4049,2/14/2014,1,N,N,,B,,,,,1,W,M,Houston Police Department,On duty HPD officer responding to hold-up alarm encountered three suspects exiting the business. One of the fleeing suspect pointed a weapon at the officer. The officer discharged his weapon at the suspect but missed. All three suspects were apprehended and the stolen money and property were recovered. One suspect received minor injuries from a K9.,Houston,TX
4050,2/14/2014,1,N,N,,U,,,,,1,W,M,Houston Police Department,On duty HPD officer responding to hold-up alarm encountered three suspects exiting the business. One of the fleeing suspect pointed a weapon at the officer. The officer discharged his weapon at the suspect but missed. All three suspects were apprehended and the stolen money and property were recovered. One suspect received minor injuries from a K9.,Houston,TX
4051,2/14/2014,1,N,Y,,B,,,,,1,W,M,Houston Police Department,On duty HPD officer responding to hold-up alarm encountered three suspects exiting the business. One of the fleeing suspect pointed a weapon at the officer. The officer discharged his weapon at the suspect but missed. All three suspects were apprehended and the stolen money and property were recovered. One suspect received minor injuries from a K9.,Houston,TX
4052,2/16/2014,1,F,N,Officer off-duty. Victims were both juveniles so info is protected. One juvenile victim armed with BB gun.,U,,,,,1,L,M,Houston Police Department,"Off Duty HPD officer observed a robbery in progress when the officer intervened, the suspect revealed he had a pistol and pulled it on the officer. The HPD officer pulled his own weapon and discharged it striking the suspect in the chest and the left leg. Suspect was able to flee the scene but was later found dead.",Houston,TX
4053,2/16/2014,1,N,N,Officer off-duty. Victims were both juveniles so info is protected. One juvenile victim armed with BB gun.,U,,,,,1,L,M,Houston Police Department,"Off Duty HPD officer observed a robbery in progress when the officer intervened, the suspect revealed he had a pistol and pulled it on the officer. The HPD officer pulled his own weapon and discharged it striking the suspect in the chest and the left leg. Suspect was able to flee the scene but was later found dead.",Houston,TX
4054,3/6/2014,1,U,N,Officer off-duty. One victim was a juvenile so info was protected; same victim armed with BB gun.,U,,,,,1,B,M,Houston Police Department,"An off-duty HPD office was at his home sleeping when 3 suspects forced entry into his apartment. One of the suspects was holding gun which turned out to be a BB gun. Not knowing that information, the officer feared for his life and fired three times at the suspect holding the gun. The suspect was pronounced DOA.",Houston,TX
4055,3/6/2014,1,F,N,Officer off-duty. One victim was a juvenile so info was protected; same victim armed with BB gun.,U,,,,,1,B,M,Houston Police Department,"An off-duty HPD office was at his home sleeping when 3 suspects forced entry into his apartment. One of the suspects was holding gun which turned out to be a BB gun. Not knowing that information, the officer feared for his life and fired three times at the suspect holding the gun. The suspect was pronounced DOA.",Houston,TX
4056,3/13/2014,1,U,N,Both victims marked as armed with one vehicle.,B,,,,,1,L,M,Houston Police Department,"Officer responded to a BMV in progress and observed 2 suspects behind the complainant's vehicle with tires removed. The officer gave verbal commands to suspects who ignored and got into their vehicle drove toward officer. Fearing for his life, officer discharged his weapon. 1 suspect arrested, 1 fled the scene.",Houston,TX
4057,3/13/2014,1,N,N,Both victims marked as armed with one vehicle.,B,,,,,1,L,M,Houston Police Department,"Officer responded to a BMV in progress and observed 2 suspects behind the complainant's vehicle with tires removed. The officer gave verbal commands to suspects who ignored and got into their vehicle drove toward officer. Fearing for his life, officer discharged his weapon. 1 suspect arrested, 1 fled the scene.",Houston,TX
4058,5/5/2014,1,F,Y,,B,,,,,1,W,M,Houston Police Department,Suspect fled from the officer. Suspect was attempting to jump a fence when the officer caught up to him. The suspect turned with a weapon in his hand pointed toward the officer. THe officer discharged his weapon striking and killing the suspect.,Houston,TX
4059,5/5/2014,1,N,N,,B,,,,,1,W,M,Houston Police Department,Suspect fled from the officer. Suspect was attempting to jump a fence when the officer caught up to him. The suspect turned with a weapon in his hand pointed toward the officer. THe officer discharged his weapon striking and killing the suspect.,Houston,TX
4060,7/27/2014,1,N,N,No hits.,B,,,,,1,B,M,Houston Police Department,"Robbery suspect hid in trash can. Officer searched area and as he lifted the lid to the trash can, the suspect jumped up from within the can. Officer discharged his weapon - did not strike suspect. Suspect was then arrested.",Houston,TX
4061,7/27/2014,1,N,Y,No hits.,B,,,,,1,B,M,Houston Police Department,"Robbery suspect hid in trash can. Officer searched area and as he lifted the lid to the trash can, the suspect jumped up from within the can. Officer discharged his weapon - did not strike suspect. Suspect was then arrested.",Houston,TX
4062,8/3/2014,1,N,N,"Victims armed with ""physical force."" Officer off-duty. NO HTIS",B,,,,,1,L,M,Houston Police Department,Officer was asked for assistance by an unknown black male. As they were walking toward a vehicle another black male joined them and both males began stringing the officer with hands and feet. Officer drew and fired weapon. Both suspects fled after discharge. No one belived to be shot.,Houston,TX
4063,8/3/2014,1,N,N,"Victims armed with ""physical force."" Officer off-duty. NO HTIS",B,,,,,1,L,M,Houston Police Department,Officer was asked for assistance by an unknown black male. As they were walking toward a vehicle another black male joined them and both males began stringing the officer with hands and feet. Officer drew and fired weapon. Both suspects fled after discharge. No one belived to be shot.,Houston,TX
4064,9/17/2014,1,N,Y,,W,,,,,1,W,M,Houston Police Department,HPD Narcotics Officer executing a search warrant with DEA. Officer shot suspect 1 time in abdomen. Suspect is expected to survive in injury.,Houston,TX
4065,9/17/2014,1,N,N,,W,,,,,1,W,M,Houston Police Department,HPD Narcotics Officer executing a search warrant with DEA. Officer shot suspect 1 time in abdomen. Suspect is expected to survive in injury.,Houston,TX
4066,9/17/2014,1,N,N,,W,,,,,1,W,M,Houston Police Department,HPD Narcotics Officer executing a search warrant with DEA. Officer shot suspect 1 time in abdomen. Suspect is expected to survive in injury.,Houston,TX
4067,10/12/2014,1,N,N,"Both officers off-duty. Victims armed with ""Vehicles.""",L,,,,,2,B;W,M;M,Houston Police Department,Two officers working extra jobs caught two male robbery suspects who were fleeing. The suspects jumped in their truck and attempted to drive over the officer. Both officers fired and struck the suspects injuring them. Both suspects were arrested and charged.,Houston,TX
4068,10/12/2014,1,N,N,"Both officers off-duty. Victims armed with ""Vehicles.""",W,,,,,2,B;W,M;M,Houston Police Department,Two officers working extra jobs caught two male robbery suspects who were fleeing. The suspects jumped in their truck and attempted to drive over the officer. Both officers fired and struck the suspects injuring them. Both suspects were arrested and charged.,Houston,TX
4069,1/16/2015,1,N,Y,Officer off-duty.,B,,,,,1,W,M,Houston Police Department,An HPD officer working an extra job in uniform at a convenient store saw three black males enter with a shotgun pointed inside the store. The officer fired at the suspects who again pointed the weapon at the pursuing officer. The officer again shot and injured a suspect. HCSO worked the shooting.,Houston,TX
4070,1/16/2015,1,N,N,Officer off-duty.,B,,,,,1,W,M,Houston Police Department,An HPD officer working an extra job in uniform at a convenient store saw three black males enter with a shotgun pointed inside the store. The officer fired at the suspects who again pointed the weapon at the pursuing officer. The officer again shot and injured a suspect. HCSO worked the shooting.,Houston,TX
4071,1/16/2015,1,N,N,Officer off-duty.,B,,,,,1,W,M,Houston Police Department,An HPD officer working an extra job in uniform at a convenient store saw three black males enter with a shotgun pointed inside the store. The officer fired at the suspects who again pointed the weapon at the pursuing officer. The officer again shot and injured a suspect. HCSO worked the shooting.,Houston,TX
4072,2/10/2015,1,N,Y,NO HITS,L,,,,,1,L,M,Houston Police Department,"An HPD officer responded to a home invasion. When the officer encountered the suspect, the suspect fired and missed at the officer. The officer returned fire and also missed the suspect. A total of three suspects were involved. The shooter was arrested and two others remains at large.",Houston,TX
4073,2/10/2015,1,N,N,NO HITS,L,,,,,1,L,M,Houston Police Department,"An HPD officer responded to a home invasion. When the officer encountered the suspect, the suspect fired and missed at the officer. The officer returned fire and also missed the suspect. A total of three suspects were involved. The shooter was arrested and two others remains at large.",Houston,TX
4074,2/10/2015,1,N,N,NO HITS,L,,,,,1,L,M,Houston Police Department,"An HPD officer responded to a home invasion. When the officer encountered the suspect, the suspect fired and missed at the officer. The officer returned fire and also missed the suspect. A total of three suspects were involved. The shooter was arrested and two others remains at large.",Houston,TX
4075,7/7/2015,1,N,Y,,A,,,,,3,W;W;L,M;M;M,Houston Police Department,"While conducting robbery surveillance, officers observed suspects rob a store with firearms and flee. Officers attempted to box in the suspect but were rammed by the suspect's vehicle. One suspect in the vehicle pointed a gun at the officers who returned fire injuring one suspect from glass fragmentation.",Houston,TX
4076,7/7/2015,1,N,Y,,B,,,,,3,W;W;L,M;M;M,Houston Police Department,"While conducting robbery surveillance, officers observed suspects rob a store with firearms and flee. Officers attempted to box in the suspect but were rammed by the suspect's vehicle. One suspect in the vehicle pointed a gun at the officers who returned fire injuring one suspect from glass fragmentation.",Houston,TX
4077,7/7/2015,1,N,Y,,B,,,,,3,W;W;L,M;M;M,Houston Police Department,"While conducting robbery surveillance, officers observed suspects rob a store with firearms and flee. Officers attempted to box in the suspect but were rammed by the suspect's vehicle. One suspect in the vehicle pointed a gun at the officers who returned fire injuring one suspect from glass fragmentation.",Houston,TX
